구분,상호,업종,소재지,주소,전화번호,할인내용
216,진수성찬,음식업,괴산군,충청북도 괴산군 청천면 괴산로 1337,043-832-6010,이용금액의10% 할인
217,진수성찬,음식업,괴산군,충청북도 괴산군  감물면 충민로신대길5-4,043-834-9666,1인당 1000원 할인
218,진종합화장품,화장품,괴산군,충청북도 괴산군 괴산읍 읍내로2길 56-1,043-834-9722,3자녀가구 이용시 10%할인
219,착한식당,음식업,괴산군,충청북도 괴산군 괴산읍 읍내로 286,043-832-5973,다자녀우대카드 결재시 5% 할인
220,참새방앗간,음식업,괴산군,충청북도 괴산군 청천면 청천3길 5,043-833-8284,주말3자녀이상 동행 가족 10% 할인
221,처가집 양념치킨,음식업,괴산군,충청북도 괴산군 괴산읍 읍내로2길 61-1,043-833-9959,이용금액의 3% 할인
222,청석식당,음식업,괴산군,충청북도 괴산군 사리면 문화2길 3,043-836-7017,주말 가족식사시 5%할인
223,청솔곰탕,음식업,괴산군,충청북도 괴산군 괴산읍 읍내로 10길 14,043-832-7002,3만원이상 현금결재 3%할인
224,청솔세탁소,세탁업,괴산군,충청북도 괴산군 괴산읍 동부리 635-3,043-832-3102,다자녀카드 지참 현금 3만원 결재시 20%할인
225,청수정,음식업,괴산군,충청북도 괴산군 청천면 도경로 12,043-832-2288,이용금액의 3%할인
226,청안고을영양탕,음식업,괴산군,충청북도 괴산군 청안면 읍내로7길 16,043-838-9511,이용금액의 3% 할인
227,청안반점,음식업,괴산군,충청북도 괴산군 청안면 청안읍내로35,043-838-4708,이용금액의 3% 할인
228,청안추어탕,음식업,괴산군,충청북도 괴산군 청안면 읍내로 31,043-836-9035,이용금액의 3% 할인
229,청안행복식당,음식업,괴산군,충청북도 괴산군 청안면 청안읍내로 63,043-836-9445,가족식사에 한해 5%할인
230,청이랑콩이랑,음식업,괴산군,충청북도 괴산군  괴산군 읍내로 321-1,043-832-9886,다자녀우대카드이용결제시3%할인
231,청정식당,한식,괴산군,충청북도 괴산군 감물면 감물로 57-1,043-833-4425,이용금액의 3% 할인
232,청주왕족발,음식업,괴산군,충청북도 괴산군 불정면 목도로1길 11,043-833-7048,이용금액의 3% 할인
233,청천가스,가스,괴산군,충청북도 괴산군 청천면 청천3길 7-1,043-832-4500,다자녀카드 소지 가족 5% 할인
234,청천방앗간,제조업,괴산군,충청북도 괴산군 청천면 괴산로 1338,043-832-1270,이용금액의 3% 할인
235,청천할인마트,마트,괴산군,충청북도 괴산군 청천면 괴산로 1342 ,043-832-7900,30000원 이상 구매 시 5% 할인
236,청풍면옥,음식업,괴산군,충청북도 괴산군 괴산읍 읍내로2길 42,043-834-1245,이용금액의 3%할인
237,청풍해물칼국수,음식업,괴산군,충청북도 괴산군  불정면 목도로1길 18-1,043-834-7001,다자녀우대카드 이용결제시3%할인
238,청해루,중식,괴산군,충청북도 괴산군 사리면 문화2길 6,043-836-0868,이용금액의 3% 할인
239,청해불로촌,음식업,괴산군,충청북도 괴산군 연풍면 중앙로괴정1길 15,043-833-2488,다자녀카드 소지 가족 5% 할인
240,칠성식당,음식업,괴산군,충청북도 괴산군  칠성면 도정로 70-1,043-832-5036,다자녀우대카드이용결제시3%할인
241,칠성휴게소 식당,음식업,괴산군,충청북도 괴산군  칠성면 중부로 5611,,다자녀우대카드이용결제시 5%할인
242,카페루엔미,음식업,괴산군,충청북도 괴산군  청천면 괴산로1353,043-834-7776,다자녀우대카드결제시3%할인
243,카페일흥,음식업,괴산군,충청북도 괴산군  사리면 방축길 35,043-836-0104,다자녀우대카드결제시3%할인
244,커피:가,음식업,괴산군,충청북도 괴산군 칠성면 산막이옛길 80-9,,이용금액의 3% 할인
245,커피림,음식업,괴산군,충청북도 괴산군 괴산읍 읍내로231,043-834-0789,이용금액의 3% 할인
246,털보분식,음식업,괴산군,충청북도 괴산군 괴산읍 읍내로 13길26,043-833-7207,다자녀우대카드 소지시 5% 할인
247,토광식당,음식업,괴산군,충청북도 괴산군 문광면 광덕1길 12-6,043-832-6369,주말 3자녀 이상 동행가족 10% 할인
248,토닭,음식업,괴산군,충청북도 괴산군 괴산읍 읍내로 297,043-833-9295,이용금액의 5% 할인
249,통나무집,음식업,괴산군,충청북도 괴산군 문광면 송문로옥성1길 112,043-832-2727,5만원 이상 결재시 3천원 할인(6% 할인)
250,페리카나,음식업,괴산군,충청북도 괴산군 괴산읍 읍내로 11길 8-5,043-832-0444,이용금액의 5% 할인
251,평화식당,음식업,괴산군,충청북도 괴산군 감물면 남양동길 5,043-832-5250,주말 3자녀이상 동행 가족 10% 할인
252,풍년가,음식업,괴산군,충청북도 괴산군 괴산읍 동부리 522-14,043-833-4001,이용금액의 5% 할인
253,풍년식당,음식업,괴산군,충청북도 괴산군 칠성면 도정로 73,043-832-5910,이용금액의 3% 할인
254,하늘목장 염소곰탕,음식업,괴산군,충청북도 괴산군 사리면 중부로 363,043-832-0914,이용금액의 5% 할인
255,하얀세탁소,세탁업,괴산군,충청북도 괴산군 괴산읍 읍내로4길 19,043-832-0224,드라이크리닝 30000원이상시 1000원할인
256,한국농약백화점,농약,괴산군,충청북도 괴산군 괴산읍 읍내로 265,043-832-0001,다자녀우대카드 결재시 5% 할인
257,한남불고기,음식업,괴산군,충청북도 괴산군 문광면 모래재로 1579,043-834-6729,이용금액의 5% 할인
258,한샘학원,보습학원,괴산군,충청북도 괴산군 괴산읍 읍내로2길 55-10,043-832-1999,한가정에 두아이이상수강할 경우 둘째셋째 10000원 할인
259,한세마트,마트,괴산군,충청북도 괴산군 연풍면 향교로 24-1,043-833-5267,다자녀카드 소지 가족 5% 할인
260,한솔도시락,음식업,괴산군,충청북도 괴산군  괴산읍 괴강로 4,043-834-7788,다자녀우대카드 결제시 3%할인
261,한영드림디포,문구,괴산군,충청북도 괴산군 괴산읍 읍내로2길 48,043-832-3241,이용금액의 5% 할인
262,한우랑돼지가,음식업,괴산군,충청북도 괴산군 괴산읍 읍내로15길 46(2층),043-832-9716,이용금액의 3% 할인
263,한울재가복지용구,의료기,괴산군,충청북도 괴산군 괴산읍 읍내로2길 36,043-832-3511,이용금액의 3% 할인
264,항아리치킨,음식업,괴산군,충청북도 괴산군 칠성면 칠성로 3,043-834-4499,이용금액의 3% 할인
265,행운식당,음식업,괴산군,충청북도 괴산군 청안면 청안읍내로 23-5,043-838-3833,이용금액의 3% 할인
266,행운식당,분식,괴산군,충청북도 괴산군 청천면 청천3길 16-1,043-832-4448,이용금액의 10% 할인
267,향군식당,음식업,괴산군,충청북도 괴산군 괴산읍 읍내로5길 9,043-832-3463,주말 3자녀이상 동행 가족 10% 할인
268,향촌,음식업,괴산군,충청북도 괴산군 칠성면 도정로5길 3,043-832-1988,이용금액의 3% 할인
269,현대잔치방,음식업,괴산군,충청북도 괴산군 괴산읍 읍내로8길 6,043-833-2033,주말3자녀이상 동행 가족 10% 할인
270,홍연각,음식업,괴산군,충청북도 괴산군 장연면 충민로 1769,043-832-2866,이용금액의 3% 할인
271,홍익미술학원,보습학원,괴산군,충청북도 괴산군 괴산읍 읍내로2길 45-1,043-832-0162,한가정 2인이상 수강시 각각 1만원 할인
272,홍천참숯화로구이,음식업,괴산군,충청북도 괴산군 괴산읍 읍내로5길 8-6,043-833-2002,이용금액의 3% 할인
273,화양골두부마을,음식업,괴산군,충청북도 괴산군  청천면 화양로 750,043-832-0134,다자녀우대카드결제시3%할인
274,황토마을,음식업,괴산군,충청북도 괴산군 칠성면 각연길 257-22,043-832-1212,이용금액의 5% 할인
275,효원,음식업,괴산군,충청북도 괴산군 괴산읍 읍내로 47,043-832-2753,3자녀 이상 가구동반시 음료수 1명 무료 제공
276,늪실식당(늪실토종순대국),음식업,단양군,충청북도 단양군 가곡면 남한강로 1126,043-422-5952,음식값 5% 할인
277,59쌀피자(매포점),음식점,단양군,충청북도 단양군 매포읍 평동로 135,043-421-5982,총 사용금액의 2% 할인
278,BBQ단양점,음식업,단양군,충청북도 단양군 단양읍 삼봉로 275,043-423-3378,총 사용금액의 2% 할인
279,가구할인마트,가구가전,단양군,충청북도 단양군 단양읍 삼봉로 288,043-423-2727,두자녀이상 17만원이상 구매시 5% 할인세자녀이상 31만원이상 구매시 9% 할인
280,가리점하우스,펜션형민박,단양군,충청북도 단양읍 노동리 411,,3자녀 이상 이용 대금 10% 할인 
281,가리점하우스,숙박업,단양군,충청북도 단양군 단양읍 노동1길 8,,총 사용금액의 2% 할인
282,각시터카페,커피숍,단양군,충청북도 단양군 매포읍 적성로 39-17,043-421-5511,총 사용금액의 3% 할인
283,간이역,음식점,단양군,충청북도 단양군 단양읍 도전7길 28,043-423-5792,총 사용금액의 2% 할인
284,감천식당,음식점,단양군,충청북도 단양군 영춘면 강변로 95,043-422-8801,총 사용금액의 5% 할인
285,갯마을,음식점,단양군,충청북도 단양군 단양읍 삼봉로 319-1,043-421-9595,다자녀카드 결제시 5% 할인
286,걸리지 않는 바람처럼,숙박업,단양군,충청북도 단양군 가곡면 여천덕천로 701,,총 사용금액의 2% 할인
287,경인카센타,서비스,단양군,충청북도 단양군 단양읍 별곡1로 16,043-423-3326,자동차 엔지오일 교환시 5% 할인
288,경주식당,음식업,단양군,충청북도 단양군 단양읍 도전6길 14,043-423-0504,셋째자녀이상 카드소지자의 가족이용할 경우 음식값에서 5% 할인(단 주류는 제외)
289,경화헤어방,미용,단양군,충청북도 단양군 단양읍 상진2로 17,043-421-6262,총 사용금액의 3% 할인
290,경희미용실,이미용,단양군,충청북도 단양군 영춘면 강변로 648,043-423-3060,5% 할인
291,고고헤어클럽,이미용,단양군,충청북도 단양군 단양읍 별곡8길 6-1,043-423-5352,총 사용금액의 5% 할인
292,고구려숯불구이,음식업,단양군,충청북도 단양군 평동38길 22-3,043-423-2821,총 사용금액의 2% 할인
293,공원식당,음식업,단양군,충청북도 단양군 어상천면 어상천로 898,043-423-6218,총구매액의 5%할인
294,광고백화점,인쇄광고물,단양군,충청북도 단양군 단양읍 삼봉로 319-1,043-423-4549,다자녀카드 소지자 총금액의 10%할인
295,구단양순두부,음식점,단양군,충청북도 단양군 단성면 충혼로 44,043-422-8292, 3자녀이상 가정 식사시 공기밥 무상 리필 3자녀이상 가정 식사시 음료수 1병 무상 지원 
296,구어진닭,음식업,단양군,충청북도 단양군 단양읍 삼봉로 315 2층,043-423-8200,총 사용금액의 3% 할인
297,굿디자인광고,옥외광고,단양군,충청북도 단양군 단양읍 별곡1로 28,043-423-6355,2자녀가정이상에 대하여총구매액의 5%할인
298,금강반점,음식점,단양군,충청북도 단양군 영춘면 온달평강로 84,043-421-0300,총 사용금액의 5% 할인
299,금강식당,음식점,단양군,충청북도 단양군 영춘면 백자1길 11,043-423-7350,5% 할인
300,김밥천국영춘점,분식,단양군,충청북도 단양군 영춘면 온달평강로 47-1,043-422-7272,다자녀카드 소지자 가족 10% 할인
301,꽃삽,도자기미술교육서비스,단양군,충청북도 단양군 단양읍 도전리 198번지 2층,043-421-5048,총 사용금액의 5% 할인
302,꾸러기분식,분식,단양군,충청북도 단양군 단양읍 상진2로 13-3,,총 사용금액의 2% 할인
303,끌림,커피숍,단양군,충청북도 단양군 가곡면 고수재로 432-4,043-423-7729,총 사용금액의 3% 할인
304,나인샵,의류,단양군,충청북도 단양군 단양읍 삼봉로 305,,총 사용금액의 2% 할인
305,네네치킨피자,음식점,단양군,충청북도 단양군 단양읍 삼봉로 278-1,043-422-3314,총 사용금액의 3% 할인
306,녹연주유소,유류,단양군,충청북도 단양군 어상천면 어상천로 982,043-423-2278,총 사용금액의 3% 할인
307,다모아DC마트,생활용품,단양군,충청북도 단양군 단양읍 삼봉로 274-1,043-422-1197,총 사용금액의 2% 할인
308,단고을 약선요리,한식,단양군,충청북도 단양군 단양읍 도전리 153,043-423-3443,다자녀카드 결제시 2%
309,단고을떡집,떡,단양군,충청북도 단양군 단양읍 별곡8길 6-1,043-421-6917,떡 구매시 2% 할인
310,단골수제고로케,음식점,단양군,충청북도 단양군 단양읍 도전 5길 27,043-423-2849,음료 10% 할인
311,단골식당,음식점,단양군,충청북도 단양군 영춘면 온달평강로 49-1,043-423-7121,5% 할인
312,단성미용실,미용,단양군,충청북도 단성면 충혼로 48,043-421-3060,컷트파마염색 10%할인
313,단양 365 할인마트,슈퍼,단양군,충청북도 단양군 단양읍별곡 1로 33,043-423-8900,총 사용금액의 3% 할인
314,단양공업사,서비스,단양군,충청북도 단양군 매포읍 단양로 2087,043-421-2600, 차량 수리비의 10%할인
315,단양군청 구내식당,음식점,단양군,충청북도 단양군 단양읍 중앙1로 10,,카드소지자 500원할인
316,단양꽃백화점,생화 도·소매,단양군,충청북도 단양군 단양읍 삼봉로 271,043-423-0261,전품목 우대카드 결제시 5% 할인
317,단양농약사,농약,단양군,충청북도 단양군 단양읍 도전4길 13-1,043-422-2177,농약구매금액의 2% 할인
318,단양농특산,잡곡 조청 고추장 산나물,단양군,충청북도 단양군 가곡면 사평3길 20,043-422-6622,다자녀카드 결제시 10% 할인
319,단양마늘감자탕냉면,음식점,단양군,충청북도 단양군 단양읍 별곡10길 7,043-421-7747,총 사용금액의 10% 할인
320,단양마늘닭갈비,음식점,단양군,충청북도 단양군 단양읍 별곡7길 12,043-423-3010,카드소지자 2%할인
321,단양마늘부대찌개,음식점,단양군,충청북도 단양군 단양읍 상진13길 18-1,043-421-3329,카드소지자 2%할인
322,단양마늘흑염소,음식업,단양군,충청북도 단양군 단양읍 별곡1길 31,043-423-5009,총 사용금액의 5% 할인
323,단양왕족발,음식점,단양군,충청북도 단양군 단양읍 도전5길 31 도전리 시장,043-422-2500,총 사용금액의 3% 할인
324,단양의료기,의료기,단양군,충청북도 단양군 단양읍 삼봉로 323,043-423-1800,총 사용금액의 2% 할인
